id,supervisor_id,is_verified_rating,overall_score,score_academic,score_mentoring,score_wellbeing,score_stipend,score_resources,score_ethics,upvotes,downvotes,created_at,first_year_income
32e2956e-ff69-4300-9890-6150c40f8bb6,b18c4626-0720-44b0-b6d5-1e29330a8c5f,False,1.75,2.00,2.00,2.00,,1.00,,0,0,2026-03-24 05:43:59.834539+00:00,
a1412a58-1412-426d-9ea3-edff6397372c,66c6d545-6edf-4ea3-88ec-4646bc709bb9,False,3.13,3.00,1.00,,,5.00,,0,0,2026-03-24 05:43:59.835604+00:00,
64bfd4e0-7b4a-411c-89a5-19612eb54a21,cdb5a748-e50f-478e-9f29-e4fe4f3c0a38,False,2.00,3.00,2.00,1.00,,2.00,,0,0,2026-03-24 05:43:59.835972+00:00,
0a8da271-476a-4c1a-9291-41b28d9b47f5,e530b204-47ae-423a-93c6-753fe268c97e,False,4.50,4.00,5.00,,,,,0,0,2026-03-24 05:43:59.836243+00:00,
5aa1b30d-3382-4971-b17f-4c93444e5d68,160f54cf-1dbb-4d0f-bd26-5af1aa81be6b,False,3.08,4.00,2.00,2.00,,4.00,,0,0,2026-03-24 05:43:59.836544+00:00,
10dfddc9-41d1-4deb-863a-5cfa805c9405,b48f7dec-b70c-4072-aed2-5f0548e6edcc,False,1.00,1.00,1.00,1.00,,1.00,,0,0,2026-03-24 05:43:59.836546+00:00,
80779140-2d7f-45af-b81b-7da1b069ebd7,62eb02ef-2b68-4bc4-b500-6d8128190c26,False,1.00,1.00,1.00,1.00,,1.00,,0,0,2026-03-24 05:43:59.836546+00:00,
6900eb54-91bf-4e48-99a6-c5c992276519,e69ca07b-847a-4481-acd3-52c8ad836262,False,2.00,1.00,1.00,3.00,,3.00,,0,0,2026-03-24 05:43:59.836547+00:00,
44462de7-7a2a-49c5-befe-048a33f71ef5,ab4ed44e-d1e9-47c3-816c-e637efb5e3d1,False,2.00,2.00,1.00,1.00,,4.00,,0,0,2026-03-24 05:43:59.836547+00:00,
98f4886d-af92-4533-b070-86da9e5130c2,8a6472c7-70aa-4abf-98d2-0aabdec6169f,False,2.08,1.00,2.00,3.00,,4.00,,0,0,2026-03-24 05:43:59.836548+00:00,
641b7cd5-7754-4470-8c7c-5d3d0644064f,df6988d5-d5b6-4c1e-8721-add3dd055bab,False,2.57,3.00,3.00,3.00,,3.00,,0,0,2026-03-24 05:43:59.836548+00:00,
5618e904-beab-4aa1-9748-382970da1217,ad82110d-5f49-40e4-ba62-09b14a347114,False,1.75,2.00,1.00,1.00,,3.00,,0,0,2026-03-24 05:43:59.836549+00:00,
5feb02f2-0f9c-44f1-9471-d2210b7ee877,24cc8827-2e31-4e59-b2c1-3312c41e1033,False,2.00,1.00,1.00,1.00,,5.00,,0,0,2026-03-24 05:43:59.836550+00:00,
b11836ac-b7df-441e-974d-7d9297ce9917,774e3b85-f78b-4a8a-8c5a-34db3ab7f70b,False,1.75,2.00,1.00,1.00,,3.00,,0,0,2026-03-24 05:43:59.836550+00:00,
6d82a77c-a72c-40f8-a7f4-1d3434efd228,23623852-5109-4e02-861f-7aeca85fc195,False,3.50,3.00,5.00,3.00,,3.00,,0,0,2026-03-24 05:43:59.836551+00:00,
fe6fa693-f378-4d36-b192-7adf25bd3a67,b2328c30-58eb-47fa-9c01-031a86723d7f,False,3.00,3.00,3.00,3.00,,3.00,,0,0,2026-03-24 05:43:59.836551+00:00,
1ea0a7cd-ed8f-4a14-919c-c751e279764d,1a35439a-0974-4471-a619-6556d3473846,False,4.00,4.00,4.00,4.00,,4.00,,0,0,2026-03-24 05:43:59.836552+00:00,
82fb45b1-3e5e-4ec6-a8cb-aebc3e3f55a4,8ff94e55-0351-45ba-99fb-a6f2e54eb36c,False,5.00,5.00,5.00,5.00,,5.00,,0,0,2026-03-24 05:43:59.836552+00:00,
ee15af71-3519-464a-9586-cc265246386f,d43a700e-3115-4970-a6dc-cf7b91c66288,False,4.50,3.00,5.00,5.00,,5.00,,0,0,2026-03-24 05:43:59.836553+00:00,
a2427992-c777-4ace-b15a-fc6f10274801,b96a1d7d-ba42-4b86-a480-660a876647ec,False,2.00,2.00,2.00,2.00,,2.00,,0,0,2026-03-24 05:43:59.836553+00:00,
9f43cf86-5dd6-4ca0-be1a-90538cbced47,9950c58f-f12b-46b8-973e-999cc2baa3fe,False,2.25,1.00,1.00,1.00,,1.00,,0,0,2026-03-24 05:43:59.836554+00:00,
2795f01b-5709-4f67-98dc-58171f4d4714,9cb230b4-e4a0-4fe8-8099-1f7f18ab1c9d,False,3.00,1.00,1.00,1.00,,2.00,,0,0,2026-03-24 05:43:59.836554+00:00,
bfcc459d-831e-42c2-abd7-aca2eade447c,8ff78beb-38bf-4008-9b1a-7796d86f9798,False,1.00,,,,,1.00,,0,0,2026-03-24 05:43:59.837772+00:00,
23fdd00d-16de-4459-8cbb-dfb5d9f44973,4ce61420-927a-449f-9f47-877b5d2cd38f,False,3.13,5.00,3.00,4.00,,4.00,,0,0,2026-03-24 05:43:59.838038+00:00,
c34f7866-4989-4829-95e8-d1f2e481106e,19a99b81-71df-427a-9f4d-b2e232ea17f5,False,4.00,4.00,,4.00,,4.00,,0,0,2026-03-24 05:43:59.838299+00:00,
2aba45ed-36ed-4850-9a2f-0b7e85d81a57,a91bbcae-1816-4e51-abce-23a4c3383cf5,False,3.00,2.00,3.00,3.00,,4.00,,0,0,2026-03-24 05:43:59.838645+00:00,
f35debf0-6a8a-4d62-bff3-b391c83ef7f1,6f461342-5ad4-4fb2-a4b5-a09778797c4b,False,4.63,5.00,4.00,5.00,,5.00,,0,0,2026-03-24 05:43:59.838647+00:00,
49cb07ff-622c-4bae-953c-55a0b266bcea,9db3ad5a-1f7d-4822-8aec-65aa306513be,False,1.75,1.00,2.00,2.00,,2.00,,0,0,2026-03-24 05:43:59.838647+00:00,
de888ed9-fc4d-4585-ad65-6223221969b2,d9f34dda-85f5-41f7-860f-4be2e57543b7,False,4.00,3.00,5.00,3.00,,5.00,,0,0,2026-03-24 05:43:59.838648+00:00,
9bbd6924-7e5b-4473-990d-1a2d4f65523a,73b4826a-92e6-4833-b3f2-b44e7cd3dbfd,False,5.00,5.00,5.00,5.00,,5.00,,0,0,2026-03-24 05:43:59.838649+00:00,
e4faafb2-52dd-4d5e-994b-ebea17bdbf0b,62ca0b89-3bdf-4b23-9cb3-eed67f287515,False,1.92,2.00,2.00,3.00,,2.00,,0,0,2026-03-24 05:43:59.838649+00:00,
bdfa35b2-14d4-40a0-aecc-32b0e45ed177,5e9ef097-d27e-47b9-b4d4-35439a928173,False,1.00,1.00,1.00,1.00,,1.00,,0,0,2026-03-24 05:43:59.838650+00:00,
5520e204-1078-4f23-a500-a06052e33f45,ddd1005b-9ce4-4a08-96d0-4e568031e7e2,False,1.00,1.00,1.00,1.00,,1.00,,0,0,2026-03-24 05:43:59.838650+00:00,
c706c21d-a99c-48e9-a799-15253a1782b7,6cf8f9bb-d214-485b-9186-b80f5a5892f2,False,5.00,5.00,5.00,5.00,,5.00,,0,0,2026-03-24 05:43:59.838651+00:00,
5516d90c-a643-4f07-866f-a3a4071fc7b5,b0759a61-0e78-4cf4-a4ba-e3793bc21500,False,1.25,1.00,1.00,1.00,,2.00,,0,0,2026-03-24 05:43:59.838651+00:00,
32fc4293-0777-4710-a2b7-296ade75fca8,ca56d938-ed3a-4150-a1fd-1be58e4f0332,False,5.00,5.00,5.00,5.00,,5.00,,0,0,2026-03-24 05:43:59.838652+00:00,
e5d54a41-332c-496b-bdcb-912eea3c2a82,47a0138b-9677-4ba2-a0bd-9dd7b392e9d9,False,1.00,1.00,1.00,1.00,,1.00,,0,0,2026-03-24 05:43:59.838652+00:00,
8c8cc098-3c74-456a-9ccf-96b7b2c6bcc6,fd8838a6-b7de-4e98-990c-b2385096a9d2,False,2.25,1.00,3.00,2.00,,3.00,,0,0,2026-03-24 05:43:59.838653+00:00,
7c199b36-93b8-4155-8f73-cca09460dfed,b646181e-de03-490b-a8e6-541b5ace2b60,False,3.63,2.00,5.00,3.00,,3.00,,0,0,2026-03-24 05:43:59.838653+00:00,
70944c8a-d92e-450f-b63d-922c758771f7,8af2a0fd-ac07-436d-9b75-9cf2ac24f127,False,1.63,2.00,1.00,3.00,,1.00,,0,0,2026-03-24 05:43:59.838654+00:00,
90b6f39f-8cdc-49be-bdd7-d43f75289e2a,a43ceeee-c879-4c04-9242-32bdb25d50c0,False,2.75,4.00,3.00,3.00,,5.00,,0,0,2026-03-24 05:43:59.838654+00:00,
a24fd5fa-d132-425e-817e-12a68a820a64,1b36585c-6c82-4710-8baa-f09c9a5b990a,False,3.50,4.00,5.00,3.00,,2.00,,0,0,2026-03-24 05:43:59.838655+00:00,
ff353327-19cd-423f-92c2-505ac92d1fbc,31c59b5e-2c4d-431d-981d-138e3b753f63,False,4.50,5.00,5.00,5.00,,3.00,,0,0,2026-03-24 05:43:59.838655+00:00,
e2f482b1-2940-44a6-9642-49672e0f59a1,fcd9b130-5cb8-4302-9274-535ec3d5b049,False,4.00,4.00,5.00,4.00,,3.00,,0,0,2026-03-24 05:43:59.838656+00:00,
b4e68024-df3d-497f-8516-cc0061eacb97,31fb790d-aa2f-4ceb-ba9a-c4908c0805b4,False,2.00,2.00,2.00,2.00,,2.00,,0,0,2026-03-24 05:43:59.838656+00:00,
de7a7a76-fe1f-48c5-85e9-b0ce923d846b,d200d04a-eb0b-47a1-a9e2-ffb149df56ca,False,3.25,4.00,4.00,3.00,,2.00,,0,0,2026-03-24 05:43:59.838657+00:00,
200b9066-4084-4d9d-a045-487a1089d0f2,07016a23-aec9-4b22-badc-512871b44d10,False,4.83,5.00,5.00,5.00,,5.00,,0,0,2026-03-24 05:43:59.838657+00:00,
9dcd2eb9-7739-4c95-9964-6a19ff07ebcd,a14e3b55-3ad2-4545-83ad-f3734243692d,False,2.00,1.00,2.00,2.00,,3.00,,0,0,2026-03-24 05:43:59.838658+00:00,
5dd1cbb5-f46b-4542-8648-232463c0a027,77152141-66e2-4278-999a-15bf5f3ef43d,False,3.25,3.00,2.00,4.00,,4.00,,0,0,2026-03-24 05:43:59.838658+00:00,
ad73539e-ec16-49e8-8013-c3836b6c0962,5b1ddc16-7dbc-4ed4-93a2-d55a3a004e73,False,4.33,5.00,,3.00,,5.00,,0,0,2026-03-24 05:43:59.840169+00:00,
8dabf381-b0f6-4de2-8e58-6f2bab93a8b6,78e741a7-bd58-4f38-9def-0d16e8db907b,False,4.50,5.00,4.00,4.00,,5.00,,0,0,2026-03-24 05:43:59.840476+00:00,
b524fe87-fab5-4ba8-8131-386ea904d1f7,37121096-22f2-4e7a-98dd-08fc034d9f45,False,5.00,5.00,5.00,5.00,,5.00,,0,0,2026-03-24 05:43:59.840478+00:00,
5130a665-e54d-42c1-839e-a1b27f6411f7,1e5d8bd5-baee-4a9b-a0a5-1a4b9e52d27f,False,5.00,5.00,5.00,5.00,,5.00,,0,0,2026-03-24 05:43:59.840479+00:00,
8a1b1d0a-a168-442b-9714-4dbc4da9ea6a,8323212c-9e87-4e89-912d-e00f52f0f29c,False,4.83,5.00,4.00,4.00,,5.00,,0,0,2026-03-24 05:43:59.840480+00:00,
013dbd5c-03d6-400d-be05-deb49678f00a,fe6d0ddf-b0c8-4e37-a68c-17c4455707b6,False,2.75,2.00,4.00,3.00,,2.00,,0,0,2026-03-24 05:43:59.840480+00:00,
02c665ef-5d37-4294-96df-a3fcc347b381,5e8b76ed-10c7-4ccd-ad88-e9f3699d708e,False,4.04,1.00,2.00,2.00,,2.00,,0,0,2026-03-24 05:43:59.840481+00:00,
c24db88c-d2c1-48c8-a92e-7719f959d345,cadea6ef-12a7-4696-9b64-9695b8161454,False,1.00,1.00,1.00,1.00,,1.00,,0,0,2026-03-24 05:43:59.840481+00:00,
d6b09612-9f09-4037-9efb-b9e375d3423e,bc45e83b-0591-4105-af16-fa7614fc812c,False,2.00,,2.00,,,,,0,0,2026-03-24 05:43:59.841146+00:00,
921f815c-8538-47b7-8e79-66c73816e335,d08674ee-995f-4fba-bf17-64923e137ac5,False,3.25,3.00,3.00,3.00,,4.00,,0,0,2026-03-24 05:43:59.841419+00:00,
817fd224-2ef4-4758-8020-2880749d3782,b01a10ef-ab60-41ec-9c38-c42297db0dce,False,4.75,4.00,5.00,5.00,,5.00,,0,0,2026-03-24 05:43:59.841421+00:00,
b886d13a-7fca-417f-84a5-0c32b20f3d14,8022d786-dfcb-4648-b908-7760d2ab698d,False,2.75,3.00,2.00,1.00,,5.00,,0,0,2026-03-24 05:43:59.841421+00:00,
0ed37631-3003-4aa2-a0df-e4d55d734d5a,0a72b998-23ff-4c27-b0f6-6e4b191204b3,False,1.00,1.00,,1.00,,1.00,,0,0,2026-03-24 05:43:59.841829+00:00,
0a7b95e7-5d99-4342-8975-23ca33aaf317,0f28e0ab-9af6-420d-8a47-6c6586e021bb,False,1.00,1.00,1.00,1.00,,1.00,,0,0,2026-03-24 05:43:59.842085+00:00,
cb5c3b88-315a-41c6-9e53-a07c98830720,1dcf8229-5122-48aa-8480-619372908e46,False,5.00,5.00,5.00,5.00,,5.00,,0,0,2026-03-24 05:43:59.842087+00:00,
81038482-8059-46fd-bb9d-1de67775587a,302ff07f-8d14-4527-bdb3-b3595ac7f4c9,False,5.00,5.00,,,,5.00,,0,0,2026-03-24 05:43:59.842429+00:00,
68108465-0690-4506-a76e-d2205fd29251,dc1bc1ce-5c08-48a0-8260-cb12bc579a8c,False,2.50,1.00,1.00,1.00,,5.00,,0,0,2026-03-24 05:43:59.842722+00:00,
67625831-6a0c-4e3e-91bf-07c39a7992e9,796b96d4-91e5-44f1-a63a-fb8cc2602146,False,5.00,5.00,5.00,5.00,,5.00,,0,0,2026-03-24 05:43:59.842724+00:00,
e297efa1-2cfe-469d-b2b0-daa0f78982d9,360716c3-86e7-4aa1-9d26-068ad4f51a8c,False,1.50,2.00,1.00,1.00,,2.00,,0,0,2026-03-24 05:43:59.842725+00:00,
2f775249-34cf-410d-a618-1018dcb15612,7b533021-7969-4c7a-81c9-adf608c4ef73,False,3.97,4.00,1.00,,,5.00,,0,0,2026-03-24 05:43:59.843191+00:00,
4a3451cb-ea89-4352-a392-2ff9c61118cf,249a766a-9f72-46bb-87c8-47d15430dd30,False,4.75,5.00,5.00,4.00,,5.00,,0,0,2026-03-24 05:43:59.843460+00:00,
0edee9de-397e-4db4-acb1-75b341f17186,b57644e5-a833-4601-8a4d-65870d43a20e,False,2.00,3.00,1.00,,,,,0,0,2026-03-24 05:43:59.843663+00:00,
0e194442-6b4a-45a4-bc0f-7810683e6b7b,8c67d439-6e4b-4af2-8a56-7651ae6c2ab3,False,4.00,5.00,3.00,3.00,,5.00,,0,0,2026-03-24 05:43:59.843907+00:00,
ac4633c8-e951-431b-a86d-fa8ea502ee50,23f95ce6-fe1a-4eae-a573-337048096695,False,3.00,3.00,2.00,2.00,,5.00,,0,0,2026-03-24 05:43:59.843909+00:00,
00dc539a-4673-4779-b359-3d8c84763465,5b920a98-96e8-480c-a34e-ea28c69ec843,False,4.67,4.00,5.00,5.00,,,,0,0,2026-03-24 05:43:59.844273+00:00,
ff1851e7-5be9-4565-b572-75ef86aa8cfb,9c568f38-d366-462c-8811-ec9b705097cb,False,3.00,5.00,5.00,5.00,,5.00,,0,0,2026-03-24 05:43:59.844581+00:00,
f84d1275-0b4b-49a3-bc52-253c6620357e,95c06c67-14e5-4d20-af0d-b57e6cac3e40,False,4.25,4.00,5.00,4.00,,4.00,,0,0,2026-03-24 05:43:59.844583+00:00,
b1678dcb-a6f4-488f-a79f-9ff0bccf2c19,fdbd5041-3e56-4ba6-b7fc-5a2f157884c8,False,4.75,5.00,5.00,4.00,,5.00,,0,0,2026-03-24 05:43:59.844583+00:00,
1a7ce855-c9c7-4795-914c-35748b3636d1,b47c93d7-66b2-4429-a0a2-5f61e326bb7e,False,2.00,2.00,2.00,2.00,,2.00,,0,0,2026-03-24 05:43:59.844584+00:00,
06105757-af5f-40d8-a86f-6226f0e64e7f,c2a8aedc-3128-46f3-b6ea-60ed96117e73,False,2.00,2.00,1.00,1.00,,4.00,,0,0,2026-03-24 05:43:59.844584+00:00,
954f9dde-99cb-47ec-9457-d5cd50b98b3c,2202b4c2-c7c5-4f4f-857f-155d55af27c2,False,4.75,5.00,5.00,4.00,,5.00,,0,0,2026-03-24 05:43:59.844585+00:00,
6ae73bb4-72d2-46ed-8fa9-77a046a598cf,596407cc-6fbc-4461-9fdb-a52560132af6,False,2.50,4.00,1.00,1.00,,4.00,,0,0,2026-03-24 05:43:59.844585+00:00,
88a20d5c-ec31-44c1-87a6-0f82e8682095,fd7c7dab-8afb-442e-b3f7-bfe7e2954208,False,1.00,1.00,1.00,1.00,,1.00,,0,0,2026-03-24 05:43:59.844586+00:00,
19e2260c-8d9e-41f3-bf2d-59ede059a329,eedb60db-c35c-43ed-8902-1793ed0658a9,False,2.75,3.00,2.00,3.00,,3.00,,0,0,2026-03-24 05:43:59.844586+00:00,
518cb383-b606-4ae3-8219-ba0c0a09cc40,f8557a5a-cd51-4726-b13a-a0343f9df08c,False,3.00,3.00,2.00,3.00,,4.00,,0,0,2026-03-24 05:43:59.844587+00:00,
0a2d8a70-1da5-404c-b36c-648d61a68733,d2fe7c31-63fd-4416-8f6e-137085b783de,False,2.50,3.00,2.00,2.00,,3.00,,0,0,2026-03-24 05:43:59.844588+00:00,
c343038b-25d5-44b4-9916-c6ec62c5364c,3ca6d005-eba5-436e-b287-ce138595328b,False,5.00,5.00,5.00,5.00,,5.00,,0,0,2026-03-24 05:43:59.844588+00:00,
84bb1cce-d4f7-4fb4-953f-707be1708432,0b67c7e5-00fb-401e-b908-1bde9e4c2c41,False,5.00,5.00,5.00,5.00,,5.00,,0,0,2026-03-24 05:43:59.844589+00:00,
dfa05a5c-ec35-45f4-9bd5-d47e6aae80b4,284dfb9a-c624-4762-b8d2-97c48e7de786,False,5.00,5.00,5.00,5.00,,5.00,,0,0,2026-03-24 05:43:59.844589+00:00,
9af25a43-39d3-46a5-97fb-3fcd4e6d0327,fe868a68-ec46-4968-b513-7393b2fc8b03,False,5.00,5.00,5.00,5.00,,5.00,,0,0,2026-03-24 05:43:59.844590+00:00,
71209e20-7a46-4715-a37a-f8d61ea701c4,ce30fb88-b2fe-4cc8-9944-efe54892400e,False,3.00,4.00,3.00,2.00,,3.00,,0,0,2026-03-24 05:43:59.844590+00:00,
684bc9c5-3723-4260-985c-ec8ec994d04c,485dbfe0-5484-41db-b653-3601c62cd917,False,4.75,5.00,5.00,5.00,,4.00,,0,0,2026-03-24 05:43:59.844591+00:00,
08b1c70c-b16a-41cd-815d-338b2f030b6a,6cbdf5e0-e52d-45dc-92c3-40b90248af2b,False,4.00,4.00,3.00,4.00,,5.00,,0,0,2026-03-24 05:43:59.844591+00:00,
bd98cfd5-2790-4af7-af55-a6fce4354274,e6761d8c-4b4a-41c1-a969-f56a872f787d,False,4.50,4.00,5.00,4.00,,3.00,,0,0,2026-03-24 05:43:59.844592+00:00,
0d9f8324-d507-4cf0-a849-afcfcb4bcac3,41716d1f-5cd9-42c1-8425-33c459fcdbaa,False,1.67,3.00,,1.00,,1.00,,0,0,2026-03-24 05:43:59.845916+00:00,
cbac7a1c-305f-4de1-9ec4-e2243f516cd1,9bab508c-4d15-4e7b-aeb2-5d7111a5295d,False,3.75,5.00,3.00,2.00,,5.00,,0,0,2026-03-24 05:43:59.846198+00:00,
944c2be6-7116-4293-a832-73cbd93f90b1,08d30c48-33d5-44cb-99b4-ab4831050415,False,3.75,3.00,4.00,4.00,,4.00,,0,0,2026-03-24 05:43:59.846200+00:00,
0f7c1195-f91d-44bd-ba5b-5ffbdca2c445,52c81535-e6c7-483b-b801-0b764db9df8c,False,3.75,4.00,5.00,3.00,,3.00,,0,0,2026-03-24 05:43:59.846201+00:00,
346c60b3-46e2-43f6-af5a-87bd3a4e6eb0,be52f02f-1f57-443e-ad6c-293de29a636e,False,3.25,3.00,4.00,3.00,,3.00,,0,0,2026-03-24 05:43:59.846201+00:00,
ca3c3365-393d-4dc5-92e3-41affce792d0,7d7fbc00-d3b4-4806-be19-2b72bcc4d052,False,3.00,2.00,4.00,3.00,,3.00,,0,0,2026-03-24 05:43:59.846201+00:00,
95d6115f-9994-4b9a-bf6a-2bf427759f1c,fc70ec59-913b-403e-be8a-2adbd96f8c98,False,1.67,1.00,3.00,,,1.00,,0,0,2026-03-24 05:43:59.846731+00:00,
e8eb1192-5f5d-42a3-901b-8b67d6e23cb0,22d0080e-5ebf-4af8-bb24-44d15dbc44d4,False,1.75,1.00,4.00,1.00,,1.00,,0,0,2026-03-24 05:43:59.847029+00:00,
39e112aa-6c9a-4da9-8566-f7acdf9aa0c1,da9cef97-d383-4f88-bd91-0d2088d09838,False,3.25,3.00,4.00,3.00,,3.00,,0,0,2026-03-24 05:43:59.847031+00:00,
d0f2c723-80fa-4ac8-8267-8dbcb6922518,63f6f5dc-4b1e-4bf4-a664-0aeff761e3bc,False,2.50,3.00,1.00,2.00,,4.00,,0,0,2026-03-24 05:43:59.847032+00:00,
57703632-273c-49d2-b992-2ac0fafe3f44,ad700794-e878-4939-a684-16cb5090f558,False,5.00,5.00,5.00,5.00,,5.00,,0,0,2026-03-24 05:43:59.847033+00:00,
5d3f0738-8eb0-4f79-ae9b-b371cbbf61ee,2ec7c405-6d2c-4537-b11a-a4fe89fdf0cf,False,5.00,5.00,5.00,5.00,,5.00,,0,0,2026-03-24 05:43:59.847033+00:00,
148e2218-762f-478f-b7e5-d405b6eac4fa,51bfc1cb-7274-4f7e-adb0-93aa2a00c042,False,4.00,4.00,5.00,4.00,,3.00,,0,0,2026-03-24 05:43:59.847034+00:00,
413da925-3752-4ab4-b0d8-3cb8ab11aeb6,c6ccbf76-2aee-4f1c-92d6-8b1c874098a9,False,4.75,5.00,5.00,4.00,,4.00,,0,0,2026-03-24 05:43:59.847034+00:00,
1915417d-7080-4760-b193-d011879f4b7c,e40f7945-82c0-4dbe-ab10-5fb637a77a74,False,5.00,5.00,5.00,,,,,0,0,2026-03-24 05:43:59.847654+00:00,
42e26e0e-3ffa-4a5e-bc3f-fcd62cf31ca0,f649006b-8731-4dc6-89fd-993c4fec779f,False,5.00,5.00,5.00,5.00,,5.00,,0,0,2026-03-24 05:43:59.847928+00:00,
0a891c6b-d2f9-4c85-8680-4b56f75d9299,f447f49b-7196-4e1f-9ca3-78deef82de3c,False,4.34,5.00,5.00,5.00,,5.00,,0,0,2026-03-24 05:43:59.847930+00:00,
f7ca020a-166b-4c33-8dd0-dd878c9c53f2,7baf4a55-09e2-44a3-8095-18a545bcb64c,False,1.67,3.00,,1.00,,1.00,,0,0,2026-03-24 05:43:59.848289+00:00,
1f26331d-8dfb-4d7a-a285-e7f3b49628b8,7cd282b1-c21e-4c5e-9ad2-9d0154f8c8d7,False,5.00,5.00,5.00,5.00,,5.00,,0,0,2026-03-24 05:43:59.848625+00:00,
5f550610-f778-40b4-8eac-2be4be4af6ac,76cba91b-fb17-42d2-9fd9-7fee72b22024,False,5.00,5.00,5.00,5.00,,5.00,,0,0,2026-03-24 05:43:59.848626+00:00,
8224e905-ca1a-4f0b-8722-e961eab02293,3f283878-a212-4a12-9aec-8dc2b56570bd,False,3.75,4.00,4.00,3.00,,4.00,,0,0,2026-03-24 05:43:59.848627+00:00,
16e99b26-2403-455c-bc64-7581e158eb89,046e35b0-9129-43b1-8705-ccb58bc4d540,False,3.88,5.00,5.00,5.00,,5.00,,0,0,2026-03-24 05:43:59.848628+00:00,
e3437757-ecad-4bf7-a375-78166fb289c6,e112a9e4-254e-46b5-9db3-4009915f7ece,False,5.00,5.00,5.00,5.00,,5.00,,0,0,2026-03-24 05:43:59.848628+00:00,
a425daf1-b28b-45d7-bc9f-6c0a18ae2183,d1faad21-faf8-4173-a3ca-4c85508c477f,False,2.05,1.00,1.00,1.00,,4.00,,0,0,2026-03-24 05:43:59.848629+00:00,
6dcf897b-f502-4f67-8e30-6d6d416b646f,c363b559-dab1-48a8-a80a-457068874f9b,False,2.50,5.00,5.00,5.00,,5.00,,0,0,2026-03-24 05:43:59.848629+00:00,
730eb75e-7d2c-4af6-afb6-e22adcf6af65,f3c41980-9272-4f47-b47f-4f25451935c8,False,5.00,5.00,5.00,5.00,,5.00,,0,0,2026-03-24 05:43:59.848630+00:00,
fc736ad4-0e94-4775-9c92-ec6a0fb2f3e6,d2e1bccb-c657-4662-8bad-853135deecd1,False,2.00,5.00,1.00,1.00,,1.00,,0,0,2026-03-24 05:43:59.848630+00:00,
90c7dbaf-096d-4b4e-ade1-670057fd86d4,3986e360-b6a7-4c0e-b33b-113108964c70,False,4.00,3.00,5.00,,,4.00,,0,0,2026-03-24 05:43:59.849401+00:00,
a74d4277-3640-4821-9865-16ba9a62f58b,1c99cae3-2c3f-4b63-a7ef-0e5157eedc02,False,4.75,4.00,5.00,5.00,,5.00,,0,0,2026-03-24 05:43:59.849693+00:00,
f0c4ab54-c059-4851-9a67-eef3de1950f9,ce4fb6ec-9389-4061-b6e7-39016e9a4996,False,3.08,4.00,1.00,1.00,,4.00,,0,0,2026-03-24 05:43:59.849695+00:00,
c21e8a75-7258-435f-aede-fd6f41117ec8,d7acd642-e231-4d51-9f45-c52a8ecf800c,False,4.50,5.00,4.00,4.00,,5.00,,0,0,2026-03-24 05:43:59.849696+00:00,
7f1905c3-d609-4510-b9b1-db5f559eea5e,29a0204b-71fc-48a4-b906-84a51a7b7043,False,4.25,4.00,4.00,5.00,,4.00,,0,0,2026-03-24 05:43:59.849696+00:00,
4bef1f83-010d-461f-9654-9c5c2492f1ba,faaef618-27fd-4793-a187-0cb9471d05af,False,1.88,2.00,1.00,2.00,,1.00,,0,0,2026-03-24 05:43:59.849697+00:00,
4903e818-11a4-4480-8744-bcefb3c4eeef,811dccab-3583-4c11-bf63-afeb73e8b9ee,False,2.00,1.00,1.00,5.00,,1.00,,0,0,2026-03-24 05:43:59.849697+00:00,
ff327eea-07f3-490d-b16c-fb71256d3742,b5357132-f6e7-43ad-912f-fa96f6df8cdf,False,3.25,3.00,1.00,2.00,,3.00,,0,0,2026-03-24 05:43:59.849698+00:00,
87bcc2b4-cde8-4d4e-8f0e-bb1fc9b68a5f,6689f5b0-8f5c-43ed-963f-d5e31ce3f1a1,False,5.00,5.00,5.00,5.00,,5.00,,0,0,2026-03-24 05:43:59.849698+00:00,
3989f37e-8eec-4fbd-b654-29fcf7bf0604,536fe529-0a3d-4d1f-86ab-2deaa3eee142,False,5.00,5.00,5.00,5.00,,5.00,,0,0,2026-03-24 05:43:59.849699+00:00,
f652679b-80ac-4eaa-88ff-0ee47e737609,eef82a6f-a759-4034-a519-53d8bed1b17c,False,1.00,1.00,1.00,1.00,,1.00,,0,0,2026-03-24 05:43:59.849699+00:00,
0c1031e8-97e2-4766-bb68-87b1e712e43c,01d760e0-77f5-4f14-8269-4cdbf354ce6e,False,1.00,1.00,1.00,1.00,,1.00,,0,0,2026-03-24 05:43:59.849700+00:00,
52975320-f49f-4f58-879d-9d74def602ea,e41c978f-f266-493d-82a5-28b131edce65,False,1.75,3.00,1.00,1.00,,2.00,,0,0,2026-03-24 05:43:59.849700+00:00,
79f9bad8-63dd-46c7-b783-1ba44b870752,e69fb441-23cb-4c6c-81ed-612eca9f4fbc,False,2.45,5.00,4.00,5.00,,,,0,0,2026-03-24 05:43:59.850656+00:00,
40f20f5f-ed4f-4661-9249-8c588addf0ce,d51fb0ce-e337-430e-89f6-cd93fd39f51e,False,1.42,1.00,1.00,1.00,,3.00,,0,0,2026-03-24 05:43:59.851007+00:00,
